217,573,1306,55.8,602,2342,602,215,34,6,t,Vinci279,2017-06-18 15:01:00.120372,2017-06-18 15:01:00.120372,ps
218,3336,7264,48.8,5083,14889,3071,1431,35,1,t,mmendesc,2017-06-18 15:01:02.740831,2017-06-18 15:01:02.740831,steam
219,2669,4837,46.5,4414,10395,2676,896,35,2,t,m_makarios,2017-06-18 15:01:04.908967,2017-06-18 15:01:04.908967,steam
220,3620,10633,49.0,4950,21699,3303,1295,19,9,t,lamebananayep,2017-06-19 15:00:54.228844,2017-06-19 15:00:54.228844,steam
221,1170,3481,50.1,2162,6953,984,855,30,4,t,GuiConti,2017-06-19 15:00:56.934643,2017-06-19 15:00:56.934643,steam
222,8,10,71.4,0,14,2,0,23,7,t,rodrigotnoronha,2017-06-19 15:00:59.930588,2017-06-19 15:00:59.930588,steam
223,38,36,60.0,9,60,16,0,22,3,t,76561198146967680,2017-06-19 15:01:02.107673,2017-06-19 15:01:02.107673,steam
224,1323,3611,50.9,1490,7099,1433,530,18,11,t,Kultor,2017-06-19 15:01:03.865131,2017-06-19 15:01:03.865131,ps
225,573,1306,55.8,602,2342,602,215,35,6,t,Vinci279,2017-06-19 15:01:05.958398,2017-06-19 15:01:05.958398,ps
226,3350,7304,48.8,5111,14958,3092,1443,36,1,t,mmendesc,2017-06-19 15:01:07.974556,2017-06-19 15:01:07.974556,steam
227,2681,4862,46.5,4431,10454,2690,897,36,2,t,m_makarios,2017-06-19 15:01:11.449554,2017-06-19 15:01:11.449554,steam
228,3634,10659,49.0,4969,21771,3317,1300,20,9,t,lamebananayep,2017-06-20 15:00:23.019124,2017-06-20 15:00:23.019124,steam
229,1170,3481,50.1,2162,6953,984,855,31,4,t,GuiConti,2017-06-20 15:00:26.464179,2017-06-20 15:00:26.464179,steam
230,8,10,71.4,0,14,2,0,24,7,t,rodrigotnoronha,2017-06-20 15:00:29.093394,2017-06-20 15:00:29.093394,steam
231,38,36,60.0,9,60,16,0,23,3,t,76561198146967680,2017-06-20 15:00:30.975275,2017-06-20 15:00:30.975275,steam
232,1323,3611,50.9,1490,7099,1433,530,19,11,t,Kultor,2017-06-20 15:00:32.911188,2017-06-20 15:00:32.911188,ps
233,573,1306,55.8,602,2342,602,215,36,6,t,Vinci279,2017-06-20 15:00:34.825706,2017-06-20 15:00:34.825706,ps
234,3356,7313,48.8,5123,14985,3099,1445,37,1,t,mmendesc,2017-06-20 15:00:37.261019,2017-06-20 15:00:37.261019,steam
235,2687,4874,46.5,4444,10488,2693,901,37,2,t,m_makarios,2017-06-20 15:00:40.56994,2017-06-20 15:00:40.56994,steam
